City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Sur,0,OM,1570655071,55,22.57,59.53,81.23,9.32
Notodden,100,NO,1570655071,93,59.56,9.26,42.01,1.15
Lavrentiya,99,RU,1570655073,74,65.58,-170.99,35.82,14.95
Tran,0,BG,1570655073,81,42.84,22.65,59.0,8.05
Port Blair,22,IN,1570655073,72,11.67,92.75,82.92,4.96
Tazmalt,0,DZ,1570655074,72,36.39,4.4,62.6,4.7
Sant,100,MN,1570655074,55,49.25,105.38,30.2,6.16
North Bend,1,US,1570655075,47,43.41,-124.22,57.99,16.11
Dorsten,20,DE,1570655075,81,51.66,6.96,53.01,14.99
Mazagao,20,BR,1570655075,55,-0.12,-51.29,89.6,16.11
Puri,69,ID,1570655076,84,-7.54,112.45,71.69,4.52
Hyeres,0,FR,1570655076,55,43.12,6.14,69.01,4.7
Taksimo,100,RU,1570655076,59,56.36,114.84,14.94,4.85
Moen,20,BE,1570655077,87,50.77,3.4,52.0,12.75
Vilyuysk,100,RU,1570655077,86,63.75,121.63,18.99,13.87
Necochea,0,AR,1570655078,67,-38.55,-58.74,57.0,10.0
Phon,19,TH,1570655078,78,15.81,102.61,75.88,5.33
Tarbagatay,20,RU,1570655079,67,51.48,107.36,23.0,6.71
Ixtapa,40,MX,1570655079,75,20.71,-105.21,90.0,9.17
Thomaston,40,US,1570655079,61,32.89,-84.33,80.6,3.36
Bahia Blanca,86,AR,1570655080,33,-38.72,-62.27,68.94,11.65
Kaeo,100,NZ,1570655080,95,-35.1,173.78,63.0,14.0
Kandrian,63,PG,1570655081,93,-6.21,149.55,75.54,1.51
Katherine,84,AU,1570655081,42,-14.47,132.26,66.2,6.93
Sao Filipe,0,CV,1570655081,84,14.9,-24.5,76.62,10.38
Boueni,13,YT,1570655082,78,-12.9,45.08,80.6,3.36
Ozu,0,JP,1570655082,63,33.51,132.54,60.01,4.38
Kupang,85,ID,1570655083,71,-10.16,123.6,76.68,6.15
Ossora,100,RU,1570655083,89,59.24,163.07,43.83,17.9
Itarema,64,BR,1570655083,65,-2.92,-39.92,78.58,13.97
Vila Velha,20,BR,1570655084,65,-3.71,-38.6,82.4,11.41
PEMEX,100,MX,1570655084,84,18.44,-96.35,77.86,1.38
High Rock,20,BS,1570655084,79,26.63,-78.28,86.0,9.17
Sokyryany,76,UA,1570655085,62,48.45,27.42,55.99,3.0
Carutapera,86,BR,1570655085,76,-1.2,-46.02,80.74,21.58
Tarko-Sale,100,RU,1570655085,89,64.92,77.78,30.99,20.41
Naifaru,100,MV,1570655086,76,5.44,73.37,82.62,11.35
Lixourion,2,GR,1570655086,88,38.2,20.43,68.0,10.37
Sao Joao da Barra,75,BR,1570655086,78,-21.64,-41.05,77.0,18.34
Tiznit,100,MA,1570655087,34,29.7,-9.73,73.8,2.47
Sangmelima,92,CM,1570655087,98,2.93,11.98,65.55,2.4
Barra do Corda,77,BR,1570655087,32,-5.5,-45.25,91.27,2.63
Kieta,77,PG,1570655088,77,-6.22,155.63,81.27,5.36
Oga,90,IT,1570655088,100,46.46,10.35,46.0,2.24
Itacare,40,BR,1570655088,78,-14.28,-39.0,80.6,8.05
Takoradi,0,GH,1570655089,89,4.89,-1.75,76.91,11.02
Atar,100,MR,1570655090,9,20.52,-13.05,89.78,7.45
Hanmer Springs,94,NZ,1570655090,63,-42.52,172.83,53.96,5.37
Luderitz,25,NA,1570655090,55,-26.65,15.16,62.6,24.16
Acapulco,75,MX,1570655091,74,16.86,-99.88,87.8,9.17
Westport,75,US,1570655091,76,41.14,-73.36,55.99,18.34
Wagar,38,US,1570655091,42,31.44,-87.99,91.99,1.01
Bangangte,97,CM,1570655093,93,5.14,10.52,65.23,1.83
Skibbereen,40,IE,1570655093,81,51.55,-9.27,48.2,6.93
Along,76,IN,1570655093,94,28.17,94.8,64.67,2.73
Amuntai,84,ID,1570655094,76,-2.42,115.25,72.37,1.67
Tazovskiy,8,RU,1570655094,81,67.47,78.7,32.22,21.29
Santa Lucia,20,IT,1570655095,71,41.98,12.66,66.2,2.24
Shelburne,20,CA,1570655095,48,44.08,-80.2,64.0,24.16
Valday,56,RU,1570655095,98,57.98,33.25,34.45,4.05
Tawang,73,BT,1570655096,96,27.59,91.87,37.74,3.17
Anadyr,0,RU,1570655096,85,64.73,177.51,23.0,4.47
Nampula,0,MZ,1570655096,73,-15.12,39.26,75.2,12.75
Aklavik,40,CA,1570655097,69,68.22,-135.01,39.2,4.84
Hervey Bay,75,AU,1570655097,72,-25.3,152.85,69.01,6.93
Joshimath,0,IN,1570655098,54,30.57,79.57,41.52,5.02
Penha,20,BR,1570655098,83,-26.78,-48.65,75.2,14.99
Valera,100,VE,1570655098,89,9.31,-70.61,76.98,2.19
Mayumba,100,GA,1570655099,87,-3.44,10.65,76.5,10.6
Kalyazin,100,RU,1570655100,95,57.24,37.84,39.25,5.94
Manggar,62,ID,1570655100,76,-2.88,108.27,80.94,7.3
Bushehr,0,IR,1570655101,66,28.97,50.84,86.0,3.32
Dicamay,65,PH,1570655101,94,16.76,122.0,70.56,0.9
Chililabombwe,70,ZM,1570655102,42,-12.37,27.84,69.35,3.03
Saint-Joseph,0,FR,1570655102,37,43.56,6.97,69.8,8.05
Nabire,100,ID,1570655103,98,-3.36,135.5,69.98,1.87
Saratovskaya,29,RU,1570655103,93,44.71,39.22,46.0,4.47
Mahenge,100,TZ,1570655104,84,-8.68,36.72,73.24,3.79
Ube,20,JP,1570655107,82,33.96,131.25,64.4,4.7
Ayan,0,IR,1570655108,62,38.23,44.7,48.13,2.18
Norman,75,US,1570655108,65,35.22,-97.44,82.4,14.99
Alanya,0,TR,1570655109,93,36.55,32.0,66.2,5.82
Usogorsk,55,RU,1570655109,95,63.43,48.71,27.99,6.08
Nikko,0,JP,1570655110,80,36.75,139.62,54.0,1.01
Leningradskiy,91,RU,1570655110,89,69.38,178.42,28.96,24.64
Sobolevo,63,RU,1570655111,96,54.43,31.9,42.46,7.05
Mogapi,0,BW,1570655111,29,-22.32,27.84,76.8,9.43
Zabol,0,IR,1570655112,23,31.03,61.49,75.2,11.41
Homun,88,NG,1570655112,84,7.22,8.52,75.63,4.29
Aksha,0,RU,1570655112,65,50.28,113.29,21.58,7.5
Kahului,20,US,1570655113,62,20.89,-156.47,84.99,5.82
Jamsa,75,FI,1570655113,100,61.86,25.19,32.0,2.24
Bembereke,100,BJ,1570655114,93,10.23,2.66,73.09,3.93
Bisira,95,PA,1570655115,92,8.52,-81.71,71.64,2.48
Vieste,5,IT,1570655115,93,41.88,16.18,69.01,2.24
Puerto Palomas,1,US,1570655116,21,31.78,-107.63,80.6,11.41
Huittinen,90,FI,1570655116,94,61.18,22.7,35.01,4.7
Quebec,75,CA,1570655116,41,46.83,-71.24,61.0,2.24
Tokur,100,RU,1570655117,99,53.13,132.9,36.16,3.52
Suzaka,33,JP,1570655117,96,36.61,138.35,52.0,3.0
Shimoda,3,JP,1570655118,78,34.7,138.93,62.01,1.01
Biak,29,ID,1570655118,77,-0.91,122.88,79.47,11.4
Lima,75,PE,1570655119,72,-12.06,-77.04,64.4,5.82
La Ronge,75,CA,1570655120,50,55.1,-105.3,33.8,16.11
Yaan,59,NG,1570655120,90,7.38,8.57,75.0,3.64
Gorontalo,100,ID,1570655121,82,0.54,123.06,70.36,1.85
Yinchuan,73,CN,1570655121,51,38.48,106.21,52.0,1.01
Eyl,39,SO,1570655121,89,7.98,49.82,79.47,9.25
Mezen,100,RU,1570655122,96,65.85,44.24,35.31,12.78
Kihei,20,US,1570655122,62,20.76,-156.45,84.99,5.82
Kulhudhuffushi,96,MV,1570655123,76,6.62,73.07,82.8,12.23
Weihai,100,CN,1570655123,53,37.5,122.11,72.0,7.63
Yumen,47,CN,1570655123,53,40.29,97.04,49.62,2.04
Kailua,90,US,1570655123,69,21.39,-157.74,86.0,11.41
The Valley,20,AI,1570655124,58,18.22,-63.06,87.8,10.29
Flores da Cunha,0,BR,1570655124,27,-29.03,-51.18,77.0,3.37
Kuito,99,AO,1570655125,93,-12.38,16.94,60.8,4.8
Nyurba,100,RU,1570655125,84,63.29,118.35,18.77,10.67
Piacabucu,30,BR,1570655125,79,-10.41,-36.43,76.19,10.15
Guaramirim,20,BR,1570655125,73,-26.47,-49.0,75.2,8.05
Peace River,20,CA,1570655126,40,56.23,-117.29,37.4,8.05
Warrington,20,GB,1570655127,93,53.39,-2.59,52.0,8.05
Noumea,0,NC,1570655127,77,-22.28,166.46,73.0,2.24
Kuminskiy,100,RU,1570655127,90,58.67,66.57,49.57,7.72
Rapid Valley,90,US,1570655128,61,44.06,-103.15,41.0,9.17
Monchegorsk,100,RU,1570655128,97,67.94,32.93,30.27,3.43
Nador,91,MA,1570655128,83,35.17,-2.93,71.6,3.36
Hoi An,75,VN,1570655129,94,15.88,108.33,77.0,3.36
Grand Island,90,US,1570655130,68,40.92,-98.34,68.0,12.75
Zhengjiatun,47,CN,1570655130,88,43.51,123.51,54.19,16.34
Shitanjing,0,CN,1570655130,51,39.23,106.34,52.0,1.01
Puerto Quijarro,20,BO,1570655131,38,-19.0,-57.72,93.2,9.17
Dalby,0,AU,1570655131,71,-27.18,151.26,55.4,5.82
Broome,20,GB,1570655132,81,52.47,1.45,50.0,5.82
Dingle,91,PH,1570655132,90,11.0,122.67,74.01,3.36
Chipinge,0,ZW,1570655132,48,-20.19,32.62,71.87,5.76
Puerto Ayacucho,75,CO,1570655133,94,5.66,-67.63,77.0,9.17
Kostryzhivka,13,UA,1570655133,58,48.65,25.71,59.0,6.71
Porvoo,75,FI,1570655134,93,60.4,25.66,41.0,6.93
Tumut,0,AU,1570655134,68,-35.3,148.22,46.04,1.25
Cuencame,5,MX,1570655135,21,24.87,-103.7,85.03,3.41
Hasaki,0,JP,1570655135,87,35.73,140.83,57.2,3.36
Sumbe,61,AO,1570655135,81,-11.2,13.84,74.46,4.6
Paringao,98,PH,1570655136,82,16.57,120.32,68.02,5.03
Puerto Escondido,75,MX,1570655136,70,15.86,-97.07,86.0,5.82
Ballina,26,IE,1570655137,87,54.11,-9.15,53.01,5.99
Padang,68,ID,1570655137,96,-0.92,100.36,66.85,1.22
Qaqortoq,75,GL,1570655138,65,60.72,-46.03,39.2,1.12
Muli,81,CN,1570655138,79,28.08,109.56,66.6,0.59
